Date,Location,Ticket Type,Group
2023-03-16,Tay Sui Lan Agency - 11 Collyer Quay #02-13 The Arcade,1 QuickPick Ordinary Entry,2
2023-03-13,Singapore Pools Teck Whye Branch - Block 141 Teck Whye Lane #01-271,1 System 9 Entry,1
2023-03-13,Singapore Pools Clementi N7 Branch - Block 722 Clementi West Street 2 #01-164,1 QuickPick System 7 Entry,2
2023-03-13,Tan Kai Huat Provision Shop - Block 123 Hougang Avenue 1 #01-1408,1 QuickPick System 7 Entry,2
2023-03-13,NTUC FairPrice Thomson Plaza - 301 Upper Thomson Road #03-36 Thomson Plaza,1 QuickPick Ordinary Entry,2
2023-03-13,Rangoon Provision Shop - Block 681 Race Course Road #01-309,1 QuickPick Ordinary Entry,2
2023-03-13,Cheers Hougang Central - Block 810 Hougang Central #01-214,1 System 7 Entry,2
2023-03-13,Singapore Pools Jurong West N4 Branch - Block 498 Jurong West Street 41 #01-472,1 System 7 Entry,2
2023-03-13,Prime Joo Seng - Block 1 Upper Aljunied Lane #01-01,1 Ordinary Entry,2
2023-03-09,iTOTO - System 1,iTOTO - System 12,2
2023-03-06,Tan Wee Fong Trading - Block 24 Bendemeer Road #01-529,1 QuickPick System 7 Entry,2
2023-03-06,Singapore Pools Jurong West N5 Branch - Block 508 Jurong West Street 52 #01-166,1 QuickPick Ordinary Entry,2
2023-03-06,Hin Teck Leong Trading Company - Rowell Road - Block 640 Rowell Road #01-68,1 Ordinary Entry,2
2023-03-02,Tampines Trading - 828 - Block 828 Tampines Street 81 #01-234,1 QuickPick Ordinary Entry,1
2023-03-02,7-Eleven Store McCallum Street - 3 McCallum Street,1 QuickPick System 10 Entry,2
2023-03-02,NTUC FairPrice Bukit Timah Plaza - 1 Jalan Anak Bukit #B1-01 Bukit Timah Plaza,1 QuickPick System 7 Entry,2
2023-03-02,iTOTO - System 1,iTOTO - System 12,2
2023-02-23,Singapore Pools Account Betting Service - -,1 QuickPick Ordinary Entry,1
2023-02-23,Singapore Pools Account Betting Service - -,1 System 9 Entry,1
2023-02-23,Singapore Pools Woodlands N5 Branch - 548 Woodlands Drive 44 #02-04 Vista Point,1 System 7 Entry,1
2023-02-23,Seah Geok Eng Agency - Rivervale Plaza - 118 Rivervale Drive #01-15 Rivervale Plaza,1 QuickPick System Roll Entry,2
2023-02-23,Cheers Harbourfront Centre - 1 Maritime Square #01-82 Harbourfront Centre,1 QuickPick System 7 Entry,2
2023-02-23,NTUC FairPrice Jurong Gateway Road - Block 135 Jurong Gateway Road #01-337,1 QuickPick System 7 Entry,2
2023-02-23,Singapore Pools Ang Mo Kio N7 Branch - Block 726 Ang Mo Kio Avenue 6 #01-4158,1 QuickPick Ordinary Entry,2
2023-02-23,Singapore Pools Account Betting Service - -,1 System Roll Entry,2
2023-02-23,Cheers Harbourfront Centre - 1 Maritime Square #01-82 Harbourfront Centre,1 System 7 Entry,2
2023-02-23,Singapore Pools Account Betting Service - -,1 System 7 Entry,2
2023-02-20,Singapore Pools Clementi N3 Branch - Block 325 Clementi Avenue 5 #01-145,1 QuickPick Ordinary Entry,2
2023-02-20,Tan Wee Fong Trading - Block 24 Bendemeer Road #01-529,1 QuickPick Ordinary Entry,2
2023-02-16,Singapore Pools Account Betting Service - -,1 System 7 Entry,2
2023-02-13,Singapore Pools Clementi N7 Branch - Block 722 Clementi West Street 2 #01-164,1 QuickPick Ordinary Entry,1
2023-02-13,Singapore Pools New Upper Changi Branch - Block 26 New Upper Changi Road #01-666/668,1 System 7 Entry,1
2023-02-13,Singapore Pools Serangoon Central Branch - Block 254 Serangoon Central Drive #01-209,1 Ordinary Entry,1
2023-02-13,Giant Sembawang Shopping Centre - 604 Sembawang Road #B1-25 Sembawang Shopping Centre,1 QuickPick Ordinary Entry,2
2023-02-13,Singapore Pools Holland Drive Branch - Block 46 Holland Drive #01-371/373,1 QuickPick Ordinary Entry,2
2023-02-13,Singapore Pools Teck Whye Branch - Block 141 Teck Whye Lane #01-271,1 QuickPick Ordinary Entry,2
2023-02-13,Cheng Chew Wah Agency - Marine Terrace - Block 58 Marine Terrace #01-47,1 System 7 Entry,2
2023-02-13,iTOTO - System 1,iTOTO - System 12,2
2023-02-09,NTUC FairPrice New Upper Changi Road - Block 57 New Upper Changi Road #01-1334/1338,1 QuickPick System 7 Entry,2
2023-02-09,Singapore Pools Teban Gardens Branch - Block 37 Teban Gardens Road #01-308,1 QuickPick Ordinary Entry,2
2023-02-06,Singapore Pools Bukit Gombak Branch - Block 374 Bukit Batok Street 31 #01-170,1 QuickPick Ordinary Entry,1
2023-02-06,NTUC FairPrice Sun Plaza - 30 Sembawang Drive #B1-01/02 Sun Plaza,1 QuickPick System 7 Entry,2
2023-02-06,Prime Buangkok Square - 991 Buangkok Link #01-28 Buangkok Square,1 QuickPick System 7 Entry,2
2023-02-06,Singapore Pools Account Betting Service - -,1 QuickPick System 7 Entry,2
2023-02-06,Singapore Pools Woodlands N5 Branch - 548 Woodlands Drive 44 #02-04 Vista Point,1 QuickPick Ordinary Entry,2
2023-02-06,Lee Eng Trading Store - Block 201B Tampines Street 21 #01-1083,1 System 8 Entry,2
2023-02-06,Livewire Marina Bay Sands - 2 Bayfront Avenue #01-01 Marina Bay Sands,1 System 8 Entry,2
2023-02-06,Premier Security Co-operative Ltd  - Block 555 Ang Mo Kio Avenue 10 #01-1966,1 System 8 Entry,2
2023-02-06,Tan Ah Leck Trading - Jurong East Street 31 - Block 352 Jurong East Street 31 #01-121,1 System 8 Entry,2
2023-02-06,Singapore Pools Upper Boon Keng Branch - Block 18 Upper Boon Keng Road #01-1149/1151,1 System 7 Entry,2
2023-02-06,Singapore Pools Yishun N1 Branch - Block 101 Yishun Avenue 5 #01-37,1 System 7 Entry,2
2023-02-06,NTUC FairPrice Eastpoint Mall - 3 Simei Street 6 #05-01 Eastpoint Mall,2 Ordinary Entry,2
2023-02-06,NTUC FairPrice Parkway Parade - 80 Marine Parade Road #03-28 Parkway Parade,2 Ordinary Entry,2
2023-02-06,Cheers Changi Village Road - Block 4 Changi Village Road #01-2074,1 Ordinary Entry,2
2023-02-06,Giant Pioneer Mall - 638 Jurong West Street 61 #03-01 Pioneer Mall,1 Ordinary Entry,2
2023-02-06,Livewire Marina Bay Sands - 2 Bayfront Avenue #01-01 Marina Bay Sands,1 Ordinary Entry,2
2023-02-06,NTUC FairPrice Boon Lay Place - 221 Boon Lay Place #02-200 Boon Lay Shopping Complex,1 Ordinary Entry,2
2023-02-06,Prime Yishun Avenue 6 - Block 461 Yishun Avenue 6 #01-01,1 Ordinary Entry,2
2023-02-06,Singapore Pools Account Betting Service - -,1 Ordinary Entry,2
2023-02-06,Singapore Pools Ang Mo Kio N2A Branch - Block 226A Ang Mo Kio Avenue 1 #01-625,1 Ordinary Entry,2
2023-02-06,Singapore Pools Jurong West N5 Branch - Block 508 Jurong West Street 52 #01-166,1 Ordinary Entry,2
2023-02-06,Singapore Pools Toa Payoh Lorong 4 Branch - Block 85 Toa Payoh Lorong 4 #01-340,1 Ordinary Entry,2
2023-02-03,Singapore Pools Bencoolen Branch - 180 Bencoolen Street #01-59 The Bencoolen,1 QuickPick System 7 Entry,1
2023-02-03,Sheng Moh Fruits & Provision Store - 29 Jalan Mas Puteh,1 QuickPick Ordinary Entry,1
2023-02-03,Tampines Trading - 824 - Block 824 Tampines Street 81 #01-14,1 System 7 Entry,1
2023-02-03,NTUC FairPrice Tanjong Pagar Plaza - Block 5 Tanjong Pagar Plaza #01-01,1 QuickPick System 8 Entry,2
2023-02-03,Singapore Pools Account Betting Service - -,1 QuickPick System 8 Entry,2
2023-02-03,7-Eleven Store Choa Chu Kang Drive - Block 689B Choa Chu Kang Drive #01-306,1 QuickPick System 7 Entry,2
2023-02-03,NTUC FairPrice Kallang Bahru - Block 71 Kallang Bahru #01-529,1 QuickPick System 7 Entry,2
2023-02-03,Sheng Siong Woodlands Drive 16 - Block 573 Woodlands Drive 16 #02-01,1 QuickPick System 7 Entry,2
2023-02-03,Singapore Pools Account Betting Service - -,1 QuickPick System 7 Entry,2
2023-02-03,Singapore Pools Bishan N2 Branch - Block 279 Bishan Street 24 #01-52,1 QuickPick System 7 Entry,2
2023-02-03,Singapore Pools Bukit Gombak Branch - Block 374 Bukit Batok Street 31 #01-170,1 QuickPick System 7 Entry,2
2023-02-03,Singapore Pools LOT One Branch - 21 Choa Chu Kang Avenue 4 #03-09 Lot 1 Shoppers' Mall,1 QuickPick System 7 Entry,2
2023-02-03,Giant Paya Lebar Square - 60 Paya Lebar Road #B1-01/05 Paya Lebar Square,1 QuickPick Ordinary Entry,2
2023-02-03,Hao Mart Geylang Lorong 24 - 448 & 450 Geylang Road,1 QuickPick Ordinary Entry,2
2023-02-03,Kim Chwee Trading - Block 256 Jurong East Street 24 #01-385,1 QuickPick Ordinary Entry,2
2023-02-03,NTUC FairPrice Hillion Mall - 17 Petir Road #B2-67 Hillion Mall,1 QuickPick Ordinary Entry,2
2023-02-03,Singapore Pools Account Betting Service - -,1 QuickPick Ordinary Entry,2
2023-02-03,Singapore Pools Jalan Batu Branch - Block 7 Jalan Batu #01-99,1 QuickPick Ordinary Entry,2
2023-02-03,Singapore Pools Serangoon Central Branch - Block 254 Serangoon Central Drive #01-209,1 QuickPick Ordinary Entry,2
2023-02-03,Xie Sheng Departmental Service Company - Block 632 Bedok Reservoir Road #01-820,1 QuickPick Ordinary Entry,2
2023-02-03,PFG Framing & Trading - Block 960 Jurong West Street 92 #01-182,1 System 7 Entry,2
2023-02-03,iTOTO - System 1,iTOTO - System 12,2
2023-02-03,iTOTO - System 1,iTOTO - System 12,2
2023-02-03,iTOTO - System 1,iTOTO - System 12,2
2023-02-03,iTOTO - System 1,iTOTO - System 12,2
2023-01-30,NTUC FairPrice Punggol Oasis Terraces - 681 Punggol Drive #B1-01 Oasis Terraces,1 QuickPick Ordinary Entry,1
2023-01-30,Singapore Pools Jurong West N4 Branch - Block 498 Jurong West Street 41 #01-472,1 QuickPick System 7 Entry,2
2023-01-30,Ng Teo Guan Self Service - Block 301 Ubi Avenue 1 #01-241,1 QuickPick Ordinary Entry,2
2023-01-30,Singapore Pools Yishun N7 Branch - Block 761 Yishun Street 72 #01-340,1 QuickPick Ordinary Entry,2
2023-01-30,Tampines Trading - 828 - Block 828 Tampines Street 81 #01-234,1 QuickPick Ordinary Entry,2
2023-01-30,Singapore Pools Account Betting Service - -,1 System 9 Entry,2
2023-01-30,Singapore Pools Woodlands N3 Branch - Block 305 Woodlands Street 31 #01-77,1 System 7 Entry,2
2023-01-26,Singapore Pools Account Betting Service - -,1 QuickPick System 7 Entry,2
2023-01-26,Singapore Pools Bencoolen Branch - 180 Bencoolen Street #01-59 The Bencoolen,1 QuickPick System 7 Entry,2
2023-01-26,Singapore Pools Pasir Ris N2 Branch - 259 Pasir Ris Street 21 #02-29 Loyang Point,1 QuickPick System 7 Entry,2
2023-01-26,Singapore Pools Account Betting Service - -,1 QuickPick Ordinary Entry,2
2023-01-26,Singapore Pools IMM Branch - 2 Jurong East Street 21 #02-63 IMM Building,1 QuickPick Ordinary Entry,2
2023-01-23,7-Eleven Store Upper Thomson Road - 912 Upper Thomson Road,1 QuickPick System 7 Entry,2
2023-01-23,Singapore Pools Account Betting Service - -,1 QuickPick Ordinary Entry,2
2023-01-23,Tampines Trading - 824 - Block 824 Tampines Street 81 #01-14,1 QuickPick Ordinary Entry,2
2023-01-20,Singapore Pools Silat Avenue Branch - Block 150 Silat Avenue #01-42,1 QuickPick System 7 Entry,1
2023-01-20,iTOTO - System 1,iTOTO - System 12,1
2023-01-20,Singapore Pools Canberra Branch - Block 505 Canberra Link #01-02,1 QuickPick System Roll Entry,2
2023-01-20,Singapore Pools Account Betting Service - -,1 QuickPick System 11 Entry,2
2023-01-20,Singapore Pools Account Betting Service - -,1 QuickPick System 8 Entry,2
2023-01-20,Livewire Marina Bay Sands - 2 Bayfront Avenue #01-01 Marina Bay Sands,1 QuickPick System 7 Entry,2
2023-01-20,NTUC FairPrice Toa Payoh HDB Centre - 500 Lorong 6 Toa Payoh #B1-32/#01-33 HDB Centre,1 QuickPick System 7 Entry,2
2023-01-20,Singapore Pools Circuit Road 64 Branch - Block 64 Circuit Road #01-355,1 QuickPick System 7 Entry,2
2023-01-20,Singapore Pools Funan Branch - 107 North Bridge Road #B1-02 Funan,1 QuickPick System 7 Entry,2
2023-01-20,Singapore Pools Jalan Tiga Branch - Block 43 Jalan Tiga #01-08,1 QuickPick System 7 Entry,2
2023-01-20,iTOTO - System 1,iTOTO - System 12,2
2023-01-20,iTOTO - System 1,iTOTO - System 12,2
2023-01-16,NTUC FairPrice Seletar Mall - 33 Sengkang West Avenue #B2-24 Seletar Mall,1 QuickPick Ordinary Entry,1
2023-01-16,Metro Woodlands - 1 Woodlands Square #01-18/19 Causeway Point,1 QuickPick System Roll Entry,2
2023-01-16,Singapore Pools Account Betting Service - -,1 QuickPick System 7 Entry,2
2023-01-16,Holland Drive Betting Centre – Lottery Lobby (Public) - Block 47 Holland Drive #01-385,1 QuickPick Ordinary Entry,2
2023-01-12,NTUC FairPrice Jurong Gateway Road - Block 135 Jurong Gateway Road #01-337,1 QuickPick Ordinary Entry,1
2023-01-12,Mee Lee Cheong Pte. Ltd. - Block 139 Tampines Street 11 #01-88,1 QuickPick Ordinary Entry,2
2023-01-09,Delisia Agency Pte Ltd - 149 Rochor Road #B1-26 Fu Lu Shou Complex,1 QuickPick Ordinary Entry,2
2023-01-09,Singapore Pools Bedok Town Centre Branch - Block 204 Bedok North Street 1 #01-415,1 QuickPick Ordinary Entry,2
2023-01-09,Singapore Pools Account Betting Service - -,1 System 8 Entry,2
2023-01-09,Chua Hong Kim Trading  - Block 237 Serangoon Avenue 3 #01-108,1 Ordinary Entry,2
2023-01-06,NTUC FairPrice Canberra Plaza - 133 Canberra View #B1-03/04 Canberra Plaza,1 QuickPick Ordinary Entry,1
2023-01-06,Jake Merchandise Associates - Block 503 Tampines Central 1 #01-283,1 QuickPick System Roll Entry,2
2023-01-06,Singapore Pools Account Betting Service - -,1 QuickPick System 9 Entry,2
2023-01-06,Fatt Chye Heng Trading - Block 7 Hougang Avenue 3 #01-48,1 QuickPick System 8 Entry,2
2023-01-06,Singapore Pools Chinatown Point Branch - 133 New Bridge Road #B1-06 Chinatown Point,1 QuickPick System 8 Entry,2
2023-01-06,Clifford Gift Shop - Block 532 Ang Mo Kio Avenue 10 #01-2459,1 QuickPick System 7 Entry,2
2023-01-06,Everbright  Services - 108 Depot Road #01-17 Depot Heights Shopping Centre,1 QuickPick System 7 Entry,2
2023-01-06,Giant Sunshine Place - 475 Choa Chu Kang Avenue 3 #01-01/10 Sunshine Place,1 QuickPick System 7 Entry,2
2023-01-06,Goh Geok Kwee Agency - Redhill Lane - Block 84 Redhill Lane #01-356,1 QuickPick System 7 Entry,2
2023-01-06,Giant Compassvale Bow - Block 266 Compassvale Bow #01-02,1 QuickPick Ordinary Entry,2
2023-01-06,Singapore Pools Account Betting Service - -,1 QuickPick Ordinary Entry,2
2023-01-06,Singapore Pools Telok Blangah Branch - Block 6 Telok Blangah Crescent #01-418,1 QuickPick Ordinary Entry,2
2023-01-06,Singapore Pools Account Betting Service - -,1 System 8 Entry,2
2023-01-06,Chuan Hao Departmental Store - Block 19A Dover Crescent #01-04,1 System 7 Entry,2
2023-01-06,Singapore Pools Yishun N1 Branch - Block 101 Yishun Avenue 5 #01-37,1 System 7 Entry,2
2023-01-06,iTOTO - System 1,iTOTO - System 12,2
2023-01-06,iTOTO - System 1,iTOTO - System 12,2
2023-01-02,Singapore Pools Anchorvale Road Branch - Block 308 Anchorvale Road #01-05,1 QuickPick System 8 Entry,1
2023-01-02,Kwek Lee Eng Agency - 200 Jalan Sultan #01-29 Textile Centre,1 QuickPick System 7 Entry,1
2023-01-02,7-Eleven Store Plaza Singapura - 68 Orchard Road #01-51 Plaza Singapura,1 QuickPick Ordinary Entry,2
2023-01-02,Singapore Pools New Upper Changi Branch - Block 26 New Upper Changi Road #01-666/668,1 QuickPick Ordinary Entry,2
2023-01-02,Singapore Pools Yishun N7 Branch - Block 761 Yishun Street 72 #01-340,1 QuickPick Ordinary Entry,2
2022-12-29,Balestier Khalsa Football Club - Block 70 Lorong 4 Toa Payoh #01-343,1 QuickPick Ordinary Entry,1
2022-12-29,Singapore Pools Bishan N2 Branch - Block 279 Bishan Street 24 #01-52,1 QuickPick Ordinary Entry,2
2022-12-29,Sheng Siong Woodlands Drive 16 - Block 573 Woodlands Drive 16 #02-01,1 System 7 Entry,2
2022-12-26,iTOTO - System 1,iTOTO - System 12,1
2022-12-26,Ng Nam Thye Trading - Taman Jurong - 399 Yung Sheng Road #01-07 Taman Jurong Shopping Centre,1 QuickPick System 7 Entry,2
2022-12-26,Singapore Pools Bukit Panjang Branch - Block 257 Bangkit Road #01-49,1 QuickPick System 7 Entry,2
2022-12-26,NTUC FairPrice Jem - 50 Jurong Gateway Road #B1-21/22 Jem,1 QuickPick Ordinary Entry,2
2022-12-26,Singapore Pools Woodlands 888 Branch - 888 Woodlands Drive 50 #01-711 888 Plaza,1 QuickPick Ordinary Entry,2
2022-12-26,Singapore Pools Account Betting Service - -,1 System 7 Entry,2
2022-12-22,NTUC FairPrice Marine Parade Central - 6 Marine Parade Central,1 QuickPick Ordinary Entry,2
2022-12-19,Singapore Pools Toa Payoh Lorong 8 Branch - Block 212 Toa Payoh Lorong 8 #01-39,1 QuickPick System 7 Entry,2
2022-12-19,Prime Keat Hong - Block 253 Choa Chu Kang Avenue 1 #B1-07 to 10,1 QuickPick Ordinary Entry,2
2022-12-19,Singapore Pools Account Betting Service - -,1 QuickPick Ordinary Entry,2
2022-12-15,Singapore Pools Toa Payoh Lorong 8 Branch - Block 212 Toa Payoh Lorong 8 #01-39,1 QuickPick Ordinary Entry,1
2022-12-15,7-Eleven Store Eunos Crescent - Block 1A Eunos Crescent #01-2469/2471,1 QuickPick System 7 Entry,2
2022-12-15,Cold Storage Compass One - 1 Sengkang Square #B1-25 Compass One,1 QuickPick System 7 Entry,2
2022-12-15,Jake Merchandise Associates - Block 503 Tampines Central 1 #01-283,1 Ordinary Entry,2
2022-12-15,Singapore Pools Potong Pasir Branch - Block 148 Potong Pasir Avenue 1 #01-73,1 Ordinary Entry,2
2022-12-15,iTOTO - System 1,iTOTO - System 12,2
2022-12-15,iTOTO - System 1,iTOTO - System 12,2
2022-12-15,iTOTO - System 1,iTOTO - System 12,2
2022-12-12,Singapore Pools Account Betting Service - -,1 System 7 Entry,2
2022-12-05,Singapore Pools Account Betting Service - -,1 QuickPick Ordinary Entry,1
2022-12-05,Singapore Pools Account Betting Service - -,1 QuickPick Ordinary Entry,2
2022-12-05,Springdale Garments Co - Block 408 Ang Mo Kio Avenue 10 #01-795,1 QuickPick Ordinary Entry,2
2022-12-05,Fatt Chye Heng Trading - Block 7 Hougang Avenue 3 #01-48,1 System 7 Entry,2
2022-12-05,Singapore Pools Account Betting Service - -,1 System 7 Entry,2
2022-12-05,NTUC FairPrice Seletar Mall - 33 Sengkang West Avenue #B2-24 Seletar Mall,1 Ordinary Entry,2
2022-12-05,Singapore Pools Serangoon Central Branch - Block 254 Serangoon Central Drive #01-209,1 Ordinary Entry,2
2022-12-01,Singapore Pools Account Betting Service - -,1 System 7 Entry,1
2022-12-01,Singapore Pools Account Betting Service - -,1 QuickPick System 8 Entry,2
2022-12-01,PFG Framing & Trading - Block 960 Jurong West Street 92 #01-182,1 Ordinary Entry,2
2022-11-28,7-Eleven Store Esplanade MRT Station - 90 Bras Basah Road #B1-20/21/22 Esplanade MRT,1 QuickPick Ordinary Entry,2
2022-11-28,Delisia Agency Pte Ltd - 149 Rochor Road #B1-26 Fu Lu Shou Complex,1 QuickPick Ordinary Entry,2
2022-11-28,Singapore Pools IMM Branch - 2 Jurong East Street 21 #02-63 IMM Building,1 QuickPick Ordinary Entry,2
2022-11-24,Mee Lee Cheong Pte. Ltd. - Block 139 Tampines Street 11 #01-88,1 System 7 Entry,1
2022-11-24,Giant Beauty World Centre - 144 Upper Bukit Timah Road #B1-01 Beauty World Centre,1 QuickPick System 7 Entry,2
2022-11-24,Clifford Gift Shop - Block 532 Ang Mo Kio Avenue 10 #01-2459,1 QuickPick Ordinary Entry,2
2022-11-24,NTUC FairPrice Eastpoint Mall - 3 Simei Street 6 #05-01 Eastpoint Mall,1 QuickPick Ordinary Entry,2
2022-11-24,Wanrise - Block 47 Sims Place #01-177,1 System 9 Entry,2
2022-11-24,7-Eleven Store McCallum Street - 3 McCallum Street,1 System 7 Entry,2
2022-11-24,Singapore Pools Account Betting Service - -,1 System 7 Entry,2
2022-11-21,Lim Heng Ee Trading Pte. Ltd. - Block 16 Upper Boon Keng Road #01-1113,1 QuickPick System 7 Entry,2
2022-11-21,Singapore Pools Clementi N3 Branch - Block 325 Clementi Avenue 5 #01-145,1 QuickPick Ordinary Entry,2
2022-11-17,Singapore Pools King George's Ave Branch - Block 803 King George's Avenue #01-200/202,1 System 8 Entry,1
2022-11-17,NTUC FairPrice Yishun MRT Station - 301 Yishun Avenue 2 #01-02 Yishun MRT,1 QuickPick Ordinary Entry,2
2022-11-17,Singapore Pools Bukit Batok Central Branch - Block 642 Bukit Batok Central #01-54/56 (part of),1 Ordinary Entry,2
2022-11-14,Prime Chai Chee Road - Block 25A Chai Chee Road #01-459,1 QuickPick Ordinary Entry,1
2022-11-14,NTUC FairPrice AMK Hub - 53 Ang Mo Kio Avenue 3 #B2-40 AMK Hub,1 QuickPick Ordinary Entry,2
2022-11-14,Singapore Pools Upper Boon Keng Branch - Block 18 Upper Boon Keng Road #01-1149/1151,1 System 7 Entry,2
2022-11-14,Singapore Pools Serangoon Central Branch - Block 254 Serangoon Central Drive #01-209,1 Ordinary Entry,2
2022-11-10,Singapore Pools Account Betting Service - -,1 QuickPick System 7 Entry,2
2022-11-10,Singapore Pools People's Park Centre (Chinatown) Branch - 101 Upper Cross Street #01-12 People's Park Centre,1 QuickPick System 7 Entry,2
2022-11-10,Singapore Pools Telok Blangah Branch - Block 6 Telok Blangah Crescent #01-418,1 System 7 Entry,2
2022-11-03,NTUC FairPrice Yishun MRT Station - 301 Yishun Avenue 2 #01-02 Yishun MRT,1 QuickPick Ordinary Entry,1
2022-11-03,Singapore Pools Jurong West N5 Branch - Block 508 Jurong West Street 52 #01-166,1 QuickPick System 8 Entry,2
2022-11-03,7-Eleven Store Bukit Batok West Avenue 6 - Block 132 Bukit Batok West Avenue 6 #01-304,1 System 8 Entry,2
2022-11-03,Singapore Pools Account Betting Service - -,1 System 8 Entry,2
2022-11-03,iTOTO - System 1,iTOTO - System 12,2
2022-10-31,Singapore Pools Teck Whye Branch - Block 141 Teck Whye Lane #01-271,1 System 8 Entry,2
2022-10-31,Singapore Pools Lucky Plaza Branch - 304 Orchard Road #B1-91/92 Lucky Plaza,1 Ordinary Entry,2
2022-10-31,iTOTO - System 1,iTOTO - System 12,2
2022-10-27,Chng Siow Eng Agency - 625 Elias Road #01-314 Elias Mall,1 QuickPick System 8 Entry,2
2022-10-27,Goh Geok Kwee Agency - Bukit Merah - Block 124 Bukit Merah Lane 1 #01-148,1 QuickPick Ordinary Entry,2
2022-10-24,Singapore Pools Account Betting Service - -,1 QuickPick Ordinary Entry,1
2022-10-24,A.P. Mini Mart - Lorong 8 Toa Payoh - Block 234 Lorong 8 Toa Payoh #01-286,1 QuickPick Ordinary Entry,2
2022-10-24,Hin Teck Leong Trading Company - Whampoa Drive - Block 74 Whampoa Drive #01-342,1 QuickPick Ordinary Entry,2
2022-10-24,NTUC FairPrice Kallang Wave Mall - 1 Stadium Place #01-29 Kallang Wave Mall,1 QuickPick Ordinary Entry,2
2022-10-24,Singapore Pools Bukit Panjang Branch - Block 257 Bangkit Road #01-49,1 QuickPick Ordinary Entry,2
2022-10-24,Singapore Pools Yishun N1 Branch - Block 101 Yishun Avenue 5 #01-37,1 System 8 Entry,2
2022-10-24,Singapore Pools Account Betting Service - -,1 System 7 Entry,2
2022-10-24,Chua Hong Kim Trading  - Block 237 Serangoon Avenue 3 #01-108,1 Ordinary Entry,2
2022-10-20,Singapore Pools Woodlands N8 Branch - Block 883 Woodlands Street 82 #02-468,1 QuickPick System 7 Entry,2
2022-10-20,Sheng Siong Tanglin Halt Road - Block 88 Tanglin Halt Road #01-10,1 QuickPick Ordinary Entry,2
2022-10-20,Singapore Pools Canberra Branch - Block 505 Canberra Link #01-02,1 System Roll Entry,2
2022-10-20,Singapore Pools Account Betting Service - -,1 Ordinary Entry,2
2022-10-20,Singapore Pools Holland Drive Branch - Block 46 Holland Drive #01-371/373,1 Ordinary Entry,2
2022-10-17,NTUC FairPrice Toa Payoh HDB Centre - 500 Lorong 6 Toa Payoh #B1-32/#01-33 HDB Centre,1 QuickPick System 8 Entry,1
2022-10-17,iTOTO - System 1,iTOTO - System 12,1
2022-10-17,Giant Paya Lebar Square - 60 Paya Lebar Road #B1-01/05 Paya Lebar Square,1 QuickPick System 9 Entry,2
2022-10-17,Tong Aik Huat - Block 685 Hougang Street 61 #01-160,1 QuickPick System 9 Entry,2
2022-10-17,Lee Eng Trading Store - Block 201B Tampines Street 21 #01-1083,1 QuickPick System 8 Entry,2
2022-10-17,Singapore Pools Account Betting Service - -,2 QuickPick System 7 Entry,2
2022-10-17,Cheers Hougang Central - Block 810 Hougang Central #01-214,1 QuickPick System 7 Entry,2
2022-10-17,Singapore Pools Account Betting Service - -,1 QuickPick System 7 Entry,2
2022-10-17,Singapore Pools Silat Avenue Branch - Block 150 Silat Avenue #01-42,1 QuickPick System 7 Entry,2
2022-10-17,Tan Wee Fong Trading - Block 24 Bendemeer Road #01-529,1 QuickPick System 7 Entry,2
2022-10-17,Singapore Pools Sim Lim Square Branch - 1 Rochor Canal Road #B1-37 Sim Lim Square,1 QuickPick Ordinary Entry,2
2022-10-17,iTOTO - System 1,iTOTO - System 12,2
2022-10-13,A.P. Mini Mart - Bedok Reservoir Road - Block 121 Bedok Reservoir Road #01-200,1 QuickPick Ordinary Entry,2
2022-10-13,Singapore Pools Lorong 25A Geylang Branch - 62 Lorong 25A Geylang Road,1 QuickPick Ordinary Entry,2
2022-10-13,NTUC FairPrice Clementi Avenue 2 - Block 352 Clementi Avenue 2 #01-141/143,1 System 8 Entry,2
2022-10-13,Singapore Pools Jurong West N4 Branch - Block 498 Jurong West Street 41 #01-472,1 System 8 Entry,2
2022-10-13,NTUC FairPrice Limbang Shopping Centre - 533 Choa Chu Kang Street 51 #01-01 Limbang Shopping Centre,1 System 7 Entry,2
2022-10-13,NTUC FairPrice Serangoon North Avenue 1 - Block 152B Serangoon North Avenue 1 #01-384,1 System 7 Entry,2
2022-10-10,Singapore Pools Account Betting Service - -,1 QuickPick System 7 Entry,2
2022-10-10,Teo Sook Cheng Agency - Block 293 Yishun Street 22 #01-225,1 QuickPick Ordinary Entry,2
2022-10-06,Tan Kai Huat Provision Shop - Block 123 Hougang Avenue 1 #01-1408,1 QuickPick Ordinary Entry,2
2022-10-06,Singapore Pools Hougang N3 Branch - Block 322 Hougang Avenue 5 #01-70,1 System 7 Entry,2
2022-10-06,Singapore Pools Woodlands N5 Branch - 548 Woodlands Drive 44 #02-04 Vista Point,1 Ordinary Entry,2
2022-10-03,NTUC FairPrice Toa Payoh HDB Centre - 500 Lorong 6 Toa Payoh #B1-32/#01-33 HDB Centre,1 QuickPick Ordinary Entry,1
2022-10-03,Singapore Pools Teck Whye Branch - Block 141 Teck Whye Lane #01-271,1 QuickPick System 7 Entry,2
2022-10-03,Singapore Pools Clementi N3 Branch - Block 325 Clementi Avenue 5 #01-145,1 QuickPick Ordinary Entry,2
